districtid,monthid,dose1,dose2
KA_Davanagere,2,16794,7278
KA_Davanagere,3,100107,6029
KA_Davanagere,4,63592,38031
KA_Davanagere,5,129170,19204
KA_Davanagere,6,193827,32279
KA_Davanagere,7,103341,51192
KA_Dharwad,1,12582,0
KA_Dharwad,2,18883,10659
KA_Dharwad,3,143033,7470
KA_Dharwad,4,64005,50476
KA_Dharwad,5,90474,5919
KA_Dharwad,6,243295,55531
KA_Dharwad,7,155346,72213
KA_Gadag,1,7413,1
KA_Gadag,2,11925,4231
KA_Gadag,3,92364,6078
KA_Gadag,4,43909,35522
KA_Gadag,5,55743,14709
KA_Gadag,6,88401,25170
KA_Gadag,7,73313,38510
KA_Hassan,1,12969,0
KA_Hassan,2,17961,8621
KA_Hassan,3,143144,9058
KA_Hassan,4,123762,51621
KA_Hassan,5,99575,22988
KA_Hassan,6,173123,35625
KA_Hassan,7,117142,100746
KA_Haveri,1,5481,0
KA_Haveri,2,6893,4020
KA_Haveri,3,90389,3704
KA_Haveri,4,38425,20527
KA_Haveri,5,47235,9235
KA_Haveri,6,136240,28121
KA_Haveri,7,142306,50431
KA_Kalaburagi,1,12054,0
KA_Kalaburagi,2,12838,8021
KA_Kalaburagi,3,128343,7391
KA_Kalaburagi,4,66886,37293
KA_Kalaburagi,5,101986,12533
KA_Kalaburagi,6,249025,50146
KA_Kalaburagi,7,177088,68692
KA_Kodagu,1,3777,0
KA_Kodagu,2,7163,4093
KA_Kodagu,3,50443,2539
KA_Kodagu,4,32399,22557
KA_Kodagu,5,51728,5583
KA_Kodagu,6,53548,16684
KA_Kodagu,7,40534,36615
KA_Kolar,1,10381,0
KA_Kolar,2,11432,7255
KA_Kolar,3,112140,5491
KA_Kolar,4,67722,42406
KA_Kolar,5,244855,22753
KA_Kolar,6,135056,29275
KA_Kolar,7,105177,53687
KA_Koppal,1,7475,11
KA_Koppal,2,6761,3700
KA_Koppal,3,132630,4604
KA_Koppal,4,60236,42653
KA_Koppal,5,82061,9502
KA_Koppal,6,104180,28821
KA_Koppal,7,92709,47923
KA_Mandya,1,9555,0
KA_Mandya,2,16469,8540
KA_Mandya,3,166098,6669
KA_Mandya,4,84820,56586
KA_Mandya,5,126053,20933
KA_Mandya,6,191442,39936
KA_Mandya,7,145382,78500
KA_Mysuru,1,25102,0
KA_Mysuru,2,31584,19631
KA_Mysuru,3,342276,17356
KA_Mysuru,4,272372,113335
KA_Mysuru,5,173311,13161
KA_Mysuru,6,340017,121765
KA_Mysuru,7,254492,218102
KA_Raichur,1,9942,0
KA_Raichur,2,12706,8028
KA_Raichur,3,113282,4650
KA_Raichur,4,42751,33802
KA_Raichur,5,112740,24163
KA_Raichur,6,159368,26869
KA_Raichur,7,123344,46247
KA_Ramanagara,1,6604,0
KA_Ramanagara,2,9260,4925
KA_Ramanagara,3,119266,3817
KA_Ramanagara,4,65176,34286
KA_Ramanagara,5,93976,21654
KA_Ramanagara,6,120622,44131
KA_Ramanagara,7,69970,75036
KA_Shivamogga,1,12982,0
KA_Shivamogga,2,13791,9572
KA_Shivamogga,3,125636,6978
KA_Shivamogga,4,93369,41349
KA_Shivamogga,5,134451,17294
KA_Shivamogga,6,175701,49791
KA_Shivamogga,7,100114,87344
KA_Tumakuru,1,16146,0
KA_Tumakuru,2,44458,15839
KA_Tumakuru,3,168440,14686
KA_Tumakuru,4,125098,76960
KA_Tumakuru,5,198138,12031
KA_Tumakuru,6,291152,54970
KA_Tumakuru,7,174750,101069
KA_Udupi,1,17272,0
KA_Udupi,2,16602,14314
KA_Udupi,3,120699,8779
KA_Udupi,4,52885,37753
KA_Udupi,5,119375,31417
KA_Udupi,6,156860,74219
KA_Udupi,7,118310,54168
KA_Uttara Kannada,1,12605,0
KA_Uttara Kannada,2,20442,10821
KA_Uttara Kannada,3,139142,9525
KA_Uttara Kannada,4,56294,39600
KA_Uttara Kannada,5,118182,9169
KA_Uttara Kannada,6,126199,44071
KA_Uttara Kannada,7,96764,83544
KA_Vijayapura,1,11160,0
KA_Vijayapura,2,12226,6547
KA_Vijayapura,3,156797,6178
KA_Vijayapura,4,67342,38884
KA_Vijayapura,5,77767,23088
KA_Vijayapura,6,220839,43808
KA_Vijayapura,7,179398,61169
KA_Yadgir,1,4704,0
KA_Yadgir,2,7342,3167
KA_Yadgir,3,79414,2288
KA_Yadgir,4,37684,25321
KA_Yadgir,5,68473,9627
KA_Yadgir,6,90281,21516
KA_Yadgir,7,75572,60815
KL_Alappuzha,1,17249,0
KL_Alappuzha,2,67942,15701
KL_Alappuzha,3,258718,16931
KL_Alappuzha,4,83969,106767
KL_Alappuzha,5,148760,11867
KL_Alappuzha,6,106765,171653
KL_Alappuzha,7,345396,125768
KL_Ernakulam,1,59128,0
KL_Ernakulam,2,60357,39744
KL_Ernakulam,3,436653,42975
KL_Ernakulam,4,154921,130550
KL_Ernakulam,5,356882,46995
KL_Ernakulam,6,544885,206087
KL_Ernakulam,7,611608,279808
KL_Idukki,1,7110,0
KL_Idukki,2,22366,7106
KL_Idukki,3,108959,10377
KL_Idukki,4,79751,42574
KL_Idukki,5,109434,10991
KL_Idukki,6,85358,55519
KL_Idukki,7,208963,89474
KL_Kannur,1,27253,0
KL_Kannur,2,53769,22080
KL_Kannur,3,256903,19060
KL_Kannur,4,111795,103475
KL_Kannur,5,228284,14697
KL_Kannur,6,126601,196422
KL_Kannur,7,429063,148931
KL_Kasaragod,1,7990,45
KL_Kasaragod,2,40552,5580
KL_Kasaragod,3,112264,8340
KL_Kasaragod,4,106040,67827
KL_Kasaragod,5,131202,9570
KL_Kasaragod,6,85853,74698
KL_Kasaragod,7,159898,115627
KL_Kollam,1,19361,0
KL_Kollam,2,35890,17701
KL_Kollam,3,300318,15947
KL_Kollam,4,113229,128798
KL_Kollam,5,230896,24659
KL_Kollam,6,177457,177041
KL_Kollam,7,440187,141489
KL_Kottayam,1,24915,0
KL_Kottayam,2,39436,20977
KL_Kottayam,3,252663,21392
KL_Kottayam,4,99527,74621
KL_Kottayam,5,164339,25802
KL_Kottayam,6,126108,136524
KL_Kottayam,7,358432,140043
KL_Kozhikode,1,28888,0
KL_Kozhikode,2,59876,24685
KL_Kozhikode,3,283144,24974
KL_Kozhikode,4,171543,117167
KL_Kozhikode,5,279616,23144
KL_Kozhikode,6,240114,188058
KL_Kozhikode,7,443666,207872
KL_Malappuram,1,21429,0
KL_Malappuram,2,53195,17182
KL_Malappuram,3,277207,14419
KL_Malappuram,4,154026,95556
KL_Malappuram,5,251874,24334
KL_Malappuram,6,244234,186733
KL_Malappuram,7,390718,223494
KL_Palakkad,1,23166,0
KL_Palakkad,2,49884,16669
KL_Palakkad,3,252424,24755
KL_Palakkad,4,71402,101545
KL_Palakkad,5,165725,12841
KL_Palakkad,6,191755,151096
KL_Palakkad,7,455233,114170
KL_Pathanamthitta,1,16386,0
KL_Pathanamthitta,2,60963,16494
KL_Pathanamthitta,3,205771,14045
KL_Pathanamthitta,4,78793,102440
KL_Pathanamthitta,5,130327,13602
KL_Pathanamthitta,6,123576,121184
KL_Pathanamthitta,7,264054,114294
KL_Thiruvananthapuram,1,43525,0
KL_Thiruvananthapuram,2,91755,37087
KL_Thiruvananthapuram,3,462197,32973
KL_Thiruvananthapuram,4,119728,180348
KL_Thiruvananthapuram,5,356121,43211
KL_Thiruvananthapuram,6,304958,240754
KL_Thiruvananthapuram,7,578434,209488
KL_Thrissur,1,34085,0
KL_Thrissur,2,39121,29529
KL_Thrissur,3,394837,21476
KL_Thrissur,4,145563,105362
KL_Thrissur,5,196863,24623
KL_Thrissur,6,201564,192275
KL_Thrissur,7,592079,257829
KL_Wayanad,1,10148,0
KL_Wayanad,2,33772,9829
KL_Wayanad,3,82470,10125
KL_Wayanad,4,72254,55115
KL_Wayanad,5,113505,12275
KL_Wayanad,6,74698,52275
KL_Wayanad,7,216082,71143
LA_Kargil,1,1134,0
LA_Kargil,2,8776,1180
LA_Kargil,3,16902,1496
LA_Kargil,4,8389,11845
LA_Kargil,5,31144,86
LA_Kargil,6,14365,10760
LA_Kargil,7,2096,4631
LA_Leh,1,1697,71
LA_Leh,2,19700,1655
LA_Leh,3,18604,5009
LA_Leh,4,10494,16175
LA_Leh,5,38176,195
LA_Leh,6,14978,13564
LA_Leh,7,3089,6477
LD_Lakshadweep,1,1575,0
LD_Lakshadweep,2,1443,888
LD_Lakshadweep,3,9452,1917
LD_Lakshadweep,4,8970,3996
LD_Lakshadweep,5,19143,293
LD_Lakshadweep,6,8101,4790
LD_Lakshadweep,7,2994,5991
MH_Ahmednagar,1,23783,0
MH_Ahmednagar,2,37812,14660
MH_Ahmednagar,3,231888,17761
MH_Ahmednagar,4,167406,91621
MH_Ahmednagar,5,149097,50704
MH_Ahmednagar,6,215105,85131
MH_Ahmednagar,7,186758,138155
MH_Akola,1,8556,0
MH_Akola,2,16944,4250
MH_Akola,3,93971,11493
MH_Akola,4,84163,38319
MH_Akola,5,67821,23397
MH_Akola,6,117229,39115
MH_Akola,7,42551,50581
MH_Amravati,1,15532,0
MH_Amravati,2,26795,8666
MH_Amravati,3,145960,11065
MH_Amravati,4,109058,67440
MH_Amravati,5,118936,45971
MH_Amravati,6,140487,45289
MH_Amravati,7,135177,73403
MH_Aurangabad,1,16614,0
MH_Aurangabad,2,43677,10081
MH_Aurangabad,3,229962,14025
MH_Aurangabad,4,132918,93352
MH_Aurangabad,5,100427,15990
MH_Aurangabad,6,261140,87243
MH_Aurangabad,7,212788,112534
MH_Beed,1,8208,0
MH_Beed,2,25521,4909
MH_Beed,3,105944,12188
MH_Beed,4,110664,51035
MH_Beed,5,89244,23297
MH_Beed,6,159552,37394
MH_Beed,7,111913,61788
MH_Bhandara,1,7470,0
MH_Bhandara,2,21542,6274
MH_Bhandara,3,126486,12877
MH_Bhandara,4,54535,39369
MH_Bhandara,5,17142,28473
MH_Bhandara,6,129443,30669
MH_Bhandara,7,109690,36089
MH_Buldhana,1,8939,0
MH_Buldhana,2,19298,5713
MH_Buldhana,3,146458,10287
MH_Buldhana,4,113812,59372
MH_Buldhana,5,91682,32051
MH_Buldhana,6,143975,50560
MH_Buldhana,7,134270,71368
MH_Chandrapur,1,15201,0
MH_Chandrapur,2,19299,9949
MH_Chandrapur,3,121649,8191
MH_Chandrapur,4,87808,40946
MH_Chandrapur,5,100092,18648
MH_Chandrapur,6,110677,33325
MH_Chandrapur,7,126939,57976
MH_Dhule,1,9097,25
MH_Dhule,2,16080,4690
MH_Dhule,3,93597,7236
MH_Dhule,4,92172,36584
MH_Dhule,5,75331,31706
MH_Dhule,6,154907,36405
MH_Dhule,7,93105,52456
MH_Gadchiroli,1,8863,0
MH_Gadchiroli,2,8850,4501
MH_Gadchiroli,3,35999,6277
MH_Gadchiroli,4,49094,13729
MH_Gadchiroli,5,45870,15731
MH_Gadchiroli,6,104522,8461
MH_Gadchiroli,7,33802,20656
MH_Gondia,1,7652,0
MH_Gondia,2,20582,4770
MH_Gondia,3,84844,7313
MH_Gondia,4,53456,25035
MH_Gondia,5,98745,39019
MH_Gondia,6,174910,27124
MH_Gondia,7,116094,40828
MH_Hingoli,1,4789,0
MH_Hingoli,2,11305,2954
MH_Hingoli,3,30248,3562
MH_Hingoli,4,41546,17941
MH_Hingoli,5,33963,7119
MH_Hingoli,6,80196,10316
MH_Hingoli,7,42628,17159
MH_Jalgaon,1,13367,7
MH_Jalgaon,2,37422,8758
MH_Jalgaon,3,144437,14152
MH_Jalgaon,4,166637,86063
MH_Jalgaon,5,140989,30415
MH_Jalgaon,6,188362,48822
MH_Jalgaon,7,140617,83577
MH_Jalna,1,9419,0
MH_Jalna,2,19130,5865
MH_Jalna,3,80255,8811
MH_Jalna,4,112868,31874
MH_Jalna,5,70142,21370
MH_Jalna,6,153840,28134
MH_Jalna,7,78448,61802
MH_Kolhapur,1,21438,0
MH_Kolhapur,2,63587,12444
MH_Kolhapur,3,542366,30660
MH_Kolhapur,4,290153,171850
MH_Kolhapur,5,93576,25831
MH_Kolhapur,6,92426,199842
MH_Kolhapur,7,178263,259402
MH_Latur,1,9785,0
MH_Latur,2,24458,6534
MH_Latur,3,128371,9112
MH_Latur,4,102484,50799
MH_Latur,5,84473,28082
MH_Latur,6,157414,42125
MH_Latur,7,108153,66387
MH_Mumbai,1,114592,1
MH_Mumbai,2,219801,77409
MH_Mumbai,3,1265252,139520
MH_Mumbai,4,551692,513350
MH_Mumbai,5,1312737,104197
MH_Mumbai,6,1541832,598545
MH_Mumbai,7,1166276,642532
MH_Nagpur,1,28317,1
MH_Nagpur,2,101400,19902
MH_Nagpur,3,568201,31786
MH_Nagpur,4,232492,195133
MH_Nagpur,5,139002,49222
MH_Nagpur,6,436098,185630
MH_Nagpur,7,467189,216877
MH_Nanded,1,9160,48
MH_Nanded,2,25850,5873
MH_Nanded,3,180399,9474
MH_Nanded,4,115126,47020
MH_Nanded,5,32795,39762
MH_Nanded,6,187876,50278
MH_Nanded,7,125081,72863
MH_Nandurbar,1,8473,12
MH_Nandurbar,2,12695,6051
MH_Nandurbar,3,47054,9773
MH_Nandurbar,4,91974,26074
MH_Nandurbar,5,108090,13571
MH_Nandurbar,6,112938,14405
MH_Nandurbar,7,45890,38624
MH_Nashik,1,29318,0
MH_Nashik,2,76283,17869
MH_Nashik,3,331296,32543
MH_Nashik,4,259064,144490
MH_Nashik,5,184057,40072
MH_Nashik,6,376521,121708
MH_Nashik,7,297630,191589
MH_Osmanabad,1,6308,0
MH_Osmanabad,2,12556,4640
MH_Osmanabad,3,74129,6825
MH_Osmanabad,4,67562,25121
MH_Osmanabad,5,86403,18193
MH_Osmanabad,6,84228,24399
MH_Osmanabad,7,40629,45998
MH_Palghar,1,17511,0
MH_Palghar,2,26491,10899
MH_Palghar,3,86754,9522
MH_Palghar,4,123341,45443
MH_Palghar,5,108670,15615
MH_Palghar,6,128885,40888
MH_Palghar,7,110759,94120
MH_Parbhani,1,5620,0
MH_Parbhani,2,17865,3199
MH_Parbhani,3,75791,5016
MH_Parbhani,4,91736,31385
MH_Parbhani,5,49331,21445
MH_Parbhani,6,139619,32745
MH_Parbhani,7,69685,53875
MH_Pune,1,60399,45
MH_Pune,2,148041,36884
MH_Pune,3,1245981,85780
MH_Pune,4,613702,416252
MH_Pune,5,746083,98996
MH_Pune,6,1369667,554467
MH_Pune,7,913974,580458
MH_Raigad,1,10264,1
MH_Raigad,2,23963,5985
MH_Raigad,3,117573,10950
MH_Raigad,4,125105,54298
MH_Raigad,5,187708,17733
MH_Raigad,6,150399,50178
MH_Raigad,7,138139,106721
MH_Ratnagiri,1,9304,0
MH_Ratnagiri,2,16482,6922
MH_Ratnagiri,3,61859,6859
MH_Ratnagiri,4,91817,34638
MH_Ratnagiri,5,91826,25047
MH_Ratnagiri,6,92873,21660
MH_Ratnagiri,7,54897,40923
MH_Sangli,1,16467,0
MH_Sangli,2,32798,10926
MH_Sangli,3,288458,13147
MH_Sangli,4,221717,88447
MH_Sangli,5,84934,19586
MH_Sangli,6,138863,100336
MH_Sangli,7,238680,196814
MH_Satara,1,24459,1
MH_Satara,2,37632,15542
MH_Satara,3,279483,25349
MH_Satara,4,246828,64939
MH_Satara,5,100089,26362
MH_Satara,6,141571,102927
MH_Satara,7,196473,205533
MH_Sindhudurg,1,5888,0
MH_Sindhudurg,2,11989,3969
MH_Sindhudurg,3,41565,4964
MH_Sindhudurg,4,75403,25808
MH_Sindhudurg,5,51761,16895
MH_Sindhudurg,6,61719,15845
MH_Sindhudurg,7,43693,39989
MH_Solapur,1,25462,0
MH_Solapur,2,31753,13070
MH_Solapur,3,154862,17611
MH_Solapur,4,156774,67199
MH_Solapur,5,153426,20190
MH_Solapur,6,114788,61969
MH_Solapur,7,187620,121310
MH_Thane,1,63518,0
MH_Thane,2,102301,39745
MH_Thane,3,547840,54054
MH_Thane,4,458771,247697
MH_Thane,5,429439,56880
MH_Thane,6,708576,252027
MH_Thane,7,588288,414068
MH_Wardha,1,13961,2
MH_Wardha,2,15439,9217
MH_Wardha,3,111706,9232
MH_Wardha,4,63590,29853
MH_Wardha,5,48325,16246
MH_Wardha,6,85973,23016
MH_Wardha,7,105172,56391
MH_Washim,1,5081,1
MH_Washim,2,12293,2918
MH_Washim,3,83185,5942
MH_Washim,4,55596,26786
MH_Washim,5,55641,34264
MH_Washim,6,112597,29377
MH_Washim,7,63583,43168
MH_Yavatmal,1,11259,26
MH_Yavatmal,2,22141,6117
MH_Yavatmal,3,121935,10481
MH_Yavatmal,4,125034,45909
MH_Yavatmal,5,107215,32169
MH_Yavatmal,6,161704,40684
MH_Yavatmal,7,121305,81167
ML_East Garo Hills,1,786,0
ML_East Garo Hills,2,1951,543
ML_East Garo Hills,3,2756,1548
ML_East Garo Hills,4,8206,2274
ML_East Garo Hills,5,3399,54
ML_East Garo Hills,6,8303,424
ML_East Garo Hills,7,13522,5499
ML_East Jaintia Hills,1,535,0
ML_East Jaintia Hills,2,989,592
ML_East Jaintia Hills,3,5085,846
ML_East Jaintia Hills,4,9256,1274
ML_East Jaintia Hills,5,6113,19
ML_East Jaintia Hills,6,12582,2316
ML_East Jaintia Hills,7,19136,8181
ML_East Khasi Hills,1,3413,59
ML_East Khasi Hills,2,15999,3169
ML_East Khasi Hills,3,18805,11800
ML_East Khasi Hills,4,57585,8696
ML_East Khasi Hills,5,45624,143
ML_East Khasi Hills,6,105814,14812
ML_East Khasi Hills,7,40268,46555
ML_North Garo Hills,1,762,0
ML_North Garo Hills,2,1757,479
ML_North Garo Hills,3,2683,1386
ML_North Garo Hills,4,7975,1765
ML_North Garo Hills,5,2168,15
ML_North Garo Hills,6,12549,1440
ML_North Garo Hills,7,23691,6058
ML_Ribhoi,1,470,9
ML_Ribhoi,2,2663,329
ML_Ribhoi,3,2546,2122
ML_Ribhoi,4,17627,1743
ML_Ribhoi,5,13039,46
ML_Ribhoi,6,25749,1403
ML_Ribhoi,7,17441,11571
ML_South Garo Hills,1,580,0
ML_South Garo Hills,2,1619,312
ML_South Garo Hills,3,2578,1838
ML_South Garo Hills,4,7467,1457
ML_South Garo Hills,5,3882,30
ML_South Garo Hills,6,6189,470
ML_South Garo Hills,7,9107,5209
ML_South West Garo Hills,1,874,0
ML_South West Garo Hills,2,1551,832
ML_South West Garo Hills,3,4706,1246
ML_South West Garo Hills,4,13371,2279
ML_South West Garo Hills,5,5252,58
ML_South West Garo Hills,6,21620,1643
ML_South West Garo Hills,7,15407,9195
ML_South West Khasi Hills,1,301,0
ML_South West Khasi Hills,2,749,199
ML_South West Khasi Hills,3,1192,699
ML_South West Khasi Hills,4,5380,449
ML_South West Khasi Hills,5,9275,13
ML_South West Khasi Hills,6,6349,644
ML_South West Khasi Hills,7,7269,4380
ML_West Garo Hills,1,3121,0
ML_West Garo Hills,2,12896,2596
ML_West Garo Hills,3,11175,6832
ML_West Garo Hills,4,35217,7897
ML_West Garo Hills,5,13788,241
ML_West Garo Hills,6,72855,5174
ML_West Garo Hills,7,41990,25140
ML_West Jaintia Hills,1,1361,23
ML_West Jaintia Hills,2,2026,1162
ML_West Jaintia Hills,3,4861,1814
ML_West Jaintia Hills,4,20492,2125
ML_West Jaintia Hills,5,6827,20
ML_West Jaintia Hills,6,21276,2531
ML_West Jaintia Hills,7,19457,13778
ML_West Khasi Hills,1,747,0
ML_West Khasi Hills,2,2674,674
ML_West Khasi Hills,3,3967,2184
ML_West Khasi Hills,4,22581,2850
ML_West Khasi Hills,5,11157,216
ML_West Khasi Hills,6,11136,1354
ML_West Khasi Hills,7,15045,14853
MP_Agar Malwa,1,3437,1
MP_Agar Malwa,2,2558,2029
MP_Agar Malwa,3,28367,1607
MP_Agar Malwa,4,8386,5379
MP_Agar Malwa,5,30868,1208
MP_Agar Malwa,6,59911,11895
MP_Agar Malwa,7,133921,13897
MP_Alirajpur,1,7029,0
MP_Alirajpur,2,2286,4428
MP_Alirajpur,3,35540,2294
MP_Alirajpur,4,6260,3706
MP_Alirajpur,5,21095,1152
MP_Alirajpur,6,88277,8563
MP_Alirajpur,7,83410,11724
MP_Anuppur,1,3740,0
MP_Anuppur,2,2631,2566
MP_Anuppur,3,43261,1854
MP_Anuppur,4,12805,4364
MP_Anuppur,5,31005,2067
MP_Anuppur,6,77301,13831
MP_Anuppur,7,131631,19162
MP_Ashoknagar,1,5175,0
MP_Ashoknagar,2,4694,3533
MP_Ashoknagar,3,49060,2750
MP_Ashoknagar,4,20739,8551
MP_Ashoknagar,5,37254,2337
MP_Ashoknagar,6,73494,16174
MP_Ashoknagar,7,143340,21128
MP_Balaghat,1,13117,0
MP_Balaghat,2,11171,8586
MP_Balaghat,3,130967,9232
MP_Balaghat,4,15877,19489
MP_Balaghat,5,97696,4928
MP_Balaghat,6,158406,38979
MP_Balaghat,7,253340,36460
MP_Barwani,1,8587,0
MP_Barwani,2,6173,5454
MP_Barwani,3,42750,5349
MP_Barwani,4,10023,10022
MP_Barwani,5,61540,2192
MP_Barwani,6,125813,19395
MP_Barwani,7,205645,20631
MP_Betul,1,10034,0
MP_Betul,2,10459,6241
MP_Betul,3,113715,7541
MP_Betul,4,22202,19184
MP_Betul,5,61210,6595
MP_Betul,6,168349,31594
MP_Betul,7,284788,62803
MP_Bhind,1,10051,0
MP_Bhind,2,10131,5029
MP_Bhind,3,88363,7039
MP_Bhind,4,25913,11809
MP_Bhind,5,72153,5863
MP_Bhind,6,142666,26087
MP_Bhind,7,257624,38333
MP_Bhopal,1,42772,0
MP_Bhopal,2,39406,23134
MP_Bhopal,3,310823,28850
MP_Bhopal,4,79449,84709
MP_Bhopal,5,462895,32282
MP_Bhopal,6,438586,155769
MP_Bhopal,7,246136,142109
MP_Burhanpur,1,4449,0
MP_Burhanpur,2,3546,3115
MP_Burhanpur,3,52479,3788
MP_Burhanpur,4,21320,15811
MP_Burhanpur,5,48783,4889
MP_Burhanpur,6,86338,22910
MP_Burhanpur,7,113109,30988
MP_Chhatarpur,1,11594,0
MP_Chhatarpur,2,6602,7424
MP_Chhatarpur,3,98851,3502
MP_Chhatarpur,4,31798,11249
MP_Chhatarpur,5,64508,7657
MP_Chhatarpur,6,146864,28373
MP_Chhatarpur,7,280315,38910
MP_Chhindwara,1,15579,0
MP_Chhindwara,2,13147,9261
MP_Chhindwara,3,124356,8391
MP_Chhindwara,4,19084,32344
MP_Chhindwara,5,93305,8950
MP_Chhindwara,6,174039,48882
MP_Chhindwara,7,385035,47628
MP_Damoh,1,8587,0
MP_Damoh,2,6649,5046
MP_Damoh,3,58895,4563
MP_Damoh,4,14474,9364
MP_Damoh,5,46447,2754
MP_Damoh,6,108137,15634
MP_Damoh,7,281969,34020
MP_Datia,1,6391,0
MP_Datia,2,7007,3485
MP_Datia,3,48118,4871
MP_Datia,4,17174,9140
MP_Datia,5,43706,3089
MP_Datia,6,84045,17798
MP_Datia,7,146446,19493
MP_Dewas,1,9934,0
MP_Dewas,2,9125,6876
MP_Dewas,3,104861,7625
MP_Dewas,4,16410,20253
MP_Dewas,5,104669,5756
MP_Dewas,6,212513,38514
MP_Dewas,7,226086,39965
MP_Dhar,1,15325,0
MP_Dhar,2,19401,10058
MP_Dhar,3,99376,8704
MP_Dhar,4,23537,23058
MP_Dhar,5,123262,5322
MP_Dhar,6,213887,45160
MP_Dhar,7,292122,41641
MP_Dindori,1,8113,1
MP_Dindori,2,4469,6431
MP_Dindori,3,43551,1345
MP_Dindori,4,7271,2994
MP_Dindori,5,31665,1531
MP_Dindori,6,79166,12867
MP_Dindori,7,135416,19176
MP_Guna,1,6902,0
MP_Guna,2,10558,4250
MP_Guna,3,76783,5368
MP_Guna,4,19172,13897
MP_Guna,5,54761,5117
MP_Guna,6,110008,22237
MP_Guna,7,209778,23539
MP_Gwalior,1,19116,0
MP_Gwalior,2,20684,11630
MP_Gwalior,3,190907,15231
MP_Gwalior,4,67171,41824
MP_Gwalior,5,236695,18431
MP_Gwalior,6,235550,78150
MP_Gwalior,7,257856,88951
MP_Harda,1,3455,0
MP_Harda,2,3146,1766
MP_Harda,3,33966,2104
MP_Harda,4,8750,5294
MP_Harda,5,30067,1782
MP_Harda,6,63664,16249
MP_Harda,7,197972,28518
MP_Hoshangabad,1,9984,0
MP_Hoshangabad,2,8969,6611
MP_Hoshangabad,3,83377,4225
MP_Hoshangabad,4,16878,16228
MP_Hoshangabad,5,73275,5055
MP_Hoshangabad,6,114879,38112
MP_Hoshangabad,7,225510,43018
MP_Indore,1,46701,0
MP_Indore,2,37370,27222
MP_Indore,3,503616,33836
MP_Indore,4,82334,135707
MP_Indore,5,799092,49546
MP_Indore,6,781394,268409
MP_Indore,7,359052,196583
MP_Jabalpur,1,26129,0
MP_Jabalpur,2,23845,13693
MP_Jabalpur,3,266100,18106
MP_Jabalpur,4,63491,61721
MP_Jabalpur,5,292266,32996
MP_Jabalpur,6,344823,97659
MP_Jabalpur,7,288805,117340
MP_Jhabua,1,9196,0
MP_Jhabua,2,4281,5814
MP_Jhabua,3,34807,4893
MP_Jhabua,4,5888,6429
MP_Jhabua,5,36099,1831
MP_Jhabua,6,101476,13094
MP_Jhabua,7,149592,19854
MP_Katni,1,7953,0
MP_Katni,2,4740,5284
MP_Katni,3,86627,2965
MP_Katni,4,22035,11033
MP_Katni,5,60742,3615
MP_Katni,6,127033,24070
MP_Katni,7,181652,32929
MP_Khandwa,1,7828,0
MP_Khandwa,2,7610,4710
MP_Khandwa,3,74806,6279
MP_Khandwa,4,18680,17188
MP_Khandwa,5,71197,8065
MP_Khandwa,6,144070,22812
MP_Khandwa,7,248204,34763
MP_Khargone,1,11747,0
MP_Khargone,2,9713,6408
MP_Khargone,3,85052,6504
MP_Khargone,4,19705,17404
MP_Khargone,5,104465,4856
MP_Khargone,6,141410,34073
MP_Khargone,7,321761,42099
MP_Mandla,1,9384,0
MP_Mandla,2,5429,5822
MP_Mandla,3,63679,4366
MP_Mandla,4,8174,6530
MP_Mandla,5,34019,3128
MP_Mandla,6,105443,16963
MP_Mandla,7,152760,19158
MP_Mandsaur,1,7323,0
MP_Mandsaur,2,10943,4446
MP_Mandsaur,3,66111,5698
MP_Mandsaur,4,22056,13463
MP_Mandsaur,5,60910,4175
MP_Mandsaur,6,145024,30674
MP_Mandsaur,7,225347,32351
MP_Morena,1,11969,1
MP_Morena,2,9117,6073
MP_Morena,3,90115,7494
MP_Morena,4,31592,11617
MP_Morena,5,87943,8487
MP_Morena,6,183127,31042
MP_Morena,7,282024,45987
MP_Narsinghpur,1,8768,0
MP_Narsinghpur,2,9518,5800
MP_Narsinghpur,3,67497,6842
MP_Narsinghpur,4,16284,13826
MP_Narsinghpur,5,51860,2330
MP_Narsinghpur,6,104679,25072
MP_Narsinghpur,7,228942,33409
MP_Neemuch,1,7106,0
MP_Neemuch,2,7526,4187
MP_Neemuch,3,50352,8126
MP_Neemuch,4,18294,8294
MP_Neemuch,5,50877,3516
MP_Neemuch,6,89550,25414
MP_Neemuch,7,165798,30589
MP_Panna,1,6246,0
MP_Panna,2,3661,3578
MP_Panna,3,39402,3193
MP_Panna,4,7829,3958
MP_Panna,5,30781,2500
MP_Panna,6,97070,13276
MP_Panna,7,205834,12744
MP_Raisen,1,6355,0
MP_Raisen,2,6288,3515
MP_Raisen,3,70071,5755
MP_Raisen,4,23055,10161
MP_Raisen,5,69565,3017
MP_Raisen,6,174077,23237
MP_Raisen,7,191795,36191
MP_Rajgarh,1,9726,0
MP_Rajgarh,2,9705,6175
MP_Rajgarh,3,86196,6131
MP_Rajgarh,4,18637,12695
MP_Rajgarh,5,108706,4936
MP_Rajgarh,6,214846,29122
MP_Rajgarh,7,243584,42677
MP_Ratlam,1,9626,0
MP_Ratlam,2,11630,5789
MP_Ratlam,3,85421,5896
MP_Ratlam,4,19731,19626
MP_Ratlam,5,82797,5792
